time	manip	gran	press	averat	laba	proba	StZn
5090	0	1	3	2	1	0	0	
5100	0	2	3	2	1	0	0	
5110	0	2	3	2	1	0	0	
5120	0	2	3	2	1	0	0	
5130	0	2	3	2	1	0	0	
5140	0	2	3	2	1	0	0	
5150	0	2	3	2	1	0	0	
5160	0	2	3	2	1	0	0	
5170	0	2	3	2	1	0	0	
5180	0	2	3	2	2	0	0	
5190	1	2	0	0	0	0	0	
5200	0	2	0	0	0	0	0	
5210	1	0	0	0	0	2	0	
5220	1	0	0	0	1	2	0	
5230	0	0	0	0	1	2	0	
5240	0	0	0	1	1	0	0	
5250	1	0	0	1	1	0	0	
5260	0	0	0	1	1	0	0	
5270	0	0	0	1	1	0	1	
5280	0	0	0	1	1	0	1	
5290	0	0	0	1	1	0	2	
5300	0	0	0	1	1	0	2	
5310	0	0	0	1	1	0	2	
5320	0	0	0	1	1	0	2	
5330	0	0	0	2	1	0	2	
5340	0	0	0	2	1	0	2	
5350	0	0	0	2	1	0	2	
5360	0	0	0	2	1	0	2	
5370	0	0	0	2	1	0	2	
5380	0	0	0	2	1	0	2	
5390	0	0	0	2	1	0	2	
5400	0	0	0	2	1	0	2	
5410	0	0	0	2	1	0	2	
5420	0	0	0	2	1	0	2	
5430	0	0	0	2	1	0	2	
5440	0	0	0	2	1	0	2	
5450	0	0	0	2	1	0	2	
5460	0	0	0	2	1	0	2	
5470	0	0	0	2	1	0	2	
5480	0	0	0	2	1	0	2	
5490	0	0	0	2	1	0	2	
5500	0	0	0	2	1	0	2	
5510	0	0	0	2	1	0	2	
5520	0	0	0	2	1	0	2	
5530	0	0	0	2	1	0	2	
5540	0	0	0	2	1	0	2	
5550	0	0	0	2	1	0	2	
5560	0	0	0	2	2	0	2	
5570	1	0	0	0	0	0	2	
5580	0	0	0	0	0	0	2	
5590	1	0	0	0	0	2	2	
5600	1	0	0	0	1	2	2	
5610	0	0	0	0	1	2	2	
5620	1	0	1	0	1	2	2	
5630	1	0	1	0	1	2	2	
5640	1	0	1	0	1	2	2	
5650	1	0	1	0	1	2	2	
5660	0	0	1	0	1	2	2	
5670	0	1	1	0	1	0	2	
5680	1	1	1	0	1	0	0	
5690	0	1	1	0	1	0	0	
5700	0	1	1	1	1	0	0	
5710	0	1	1	1	1	0	0	
5720	0	1	1	1	1	0	0	
5730	0	1	1	1	1	0	0	
5740	0	1	1	1	1	0	0	
5750	0	1	1	2	1	0	0	
5760	0	1	1	2	1	0	0	
5770	0	1	1	2	1	0	0	
5780	0	1	1	2	1	0	0	
5790	0	1	1	2	1	0	0	
5800	0	1	1	2	1	0	0	
5810	0	1	1	2	1	0	0	
5820	0	1	1	2	1	0	0	
5830	0	1	1	2	1	0	0	
5840	0	1	1	2	1	0	0	
5850	0	1	1	2	1	0	0	
5860	0	2	1	2	1	0	0	
5870	0	2	1	2	1	0	0	
5880	0	2	1	2	1	0	0	
5890	0	2	2	2	1	0	0	
5900	0	2	0	2	1	0	0	
5910	0	2	0	2	1	0	0	
5920	0	2	0	2	1	0	0	
5930	0	2	0	2	1	0	0	
5940	0	2	0	2	1	0	0	
5950	0	2	0	2	1	0	0	
5960	0	2	0	2	1	0	0	
5970	0	2	0	2	1	0	0	
5980	0	2	0	2	2	0	0	
5990	1	2	0	0	0	0	0	
6000	0	2	0	0	0	0	0	
6010	1	0	0	0	0	2	0	
6020	1	0	0	0	1	2	0	
6030	0	0	0	0	1	2	0	
6040	0	0	0	1	1	0	0	
6050	1	0	0	1	1	0	0	
6060	0	0	0	1	1	0	0	
6070	0	0	0	1	1	0	1	
6080	0	0	0	1	1	0	1	
6090	0	0	0	1	1	0	2	
6100	0	0	0	1	1	0	2	
6110	0	0	0	1	1	0	2	
6120	0	0	0	2	1	0	2	
6130	0	0	0	2	1	0	2	
6140	0	0	0	2	1	0	2	
6150	0	0	0	2	1	0	2	
6160	0	0	0	2	1	0	2	
6170	0	0	0	2	1	0	2	
6180	0	0	0	2	1	0	2	
6190	0	0	0	2	1	0	2	
6200	0	0	0	2	1	0	2	
6210	0	0	0	2	1	0	2	
6220	0	0	0	2	1	0	2	
6230	0	0	0	2	1	0	2	
6240	0	0	0	2	1	0	2	
6250	0	0	0	2	1	0	2	
6260	0	0	0	2	1	0	2	
6270	0	0	0	2	1	0	2	
6280	0	0	0	2	1	0	2	
6290	0	0	0	2	1	0	2	
6300	0	0	0	2	1	0	2	
6310	0	0	0	2	1	0	2	
6320	0	0	0	2	1	0	2	
6330	0	0	0	2	1	0	2	
6340	0	0	0	2	1	0	2	
6350	0	0	0	2	1	0	2	
6360	0	0	0	2	1	0	2	
6370	0	0	0	2	1	0	2	
6380	0	0	0	2	1	0	2	
6390	0	0	0	2	2	0	2	
6400	1	0	0	0	0	0	2	
6410	0	0	0	0	0	0	2	
6420	1	0	0	0	0	2	2	
6430	1	0	0	0	1	2	2	
6440	0	0	0	0	1	2	2	
6450	1	0	1	0	1	2	2	
6460	1	0	1	0	1	2	2	
6470	1	0	1	0	1	2	2	
6480	1	0	1	0	1	2	2	
6490	0	0	1	0	1	2	2	
6500	0	1	1	0	1	0	2	
6510	1	1	1	0	1	0	0	
6520	0	1	1	0	1	0	0	
6530	1	1	1	1	1	0	0	
6540	1	1	1	1	1	0	0	
6550	0	1	1	1	1	0	0	
6560	0	1	1	1	1	0	0	
6570	0	1	1	1	1	0	0	
6580	0	1	1	1	1	0	0	
6590	0	1	1	1	1	0	0	
6600	0	1	1	1	1	0	0	
6610	0	1	1	2	1	0	0	
6620	0	1	1	2	1	0	0	
6630	0	1	1	2	1	0	0	
6640	0	1	1	2	1	0	0	
6650	0	1	1	2	1	0	0	
6660	0	1	1	2	1	0	0	
6670	0	1	1	2	1	0	0	
6680	0	1	1	2	1	0	0	
6690	0	1	1	2	1	0	0	
6700	0	1	1	2	1	0	0	
6710	0	2	1	2	1	0	0	
6720	0	2	1	2	1	0	0	
6730	0	2	2	2	1	0	0	
6740	0	2	0	2	1	0	0	
6750	0	2	0	2	1	0	0	
6760	0	2	0	2	1	0	0	
6770	0	2	0	2	1	0	0	
6780	0	2	0	2	1	0	0	
6790	0	2	0	2	2	0	0	
6800	1	2	0	0	0	0	0	
6810	0	2	0	0	0	0	0	
6820	1	0	0	0	0	2	0	
6830	1	0	0	0	1	2	0	
6840	0	0	0	0	1	2	0	
6850	0	0	0	1	1	2	0	
6860	0	1	0	1	1	0	0	
6870	1	1	0	1	1	0	0	
6880	0	1	0	1	1	0	0	
6890	0	1	0	1	1	0	1	
6900	0	1	0	1	1	0	1	
6910	0	1	0	1	1	0	2	
6920	0	1	0	1	1	0	2	
6930	0	1	0	2	1	0	2	
6940	0	1	0	2	1	0	2	
6950	0	1	0	2	1	0	2	
6960	0	1	0	2	1	0	2	
6970	0	1	0	2	1	0	2	
6980	0	1	0	2	1	0	2	
6990	0	1	0	2	1	0	2	
7000	0	1	0	2	1	0	2	
7010	0	1	0	2	1	0	2	
7020	0	1	0	2	1	0	2	
7030	0	1	0	2	1	0	2	
7040	0	1	0	2	1	0	2	
7050	0	1	0	2	1	0	2	
7060	0	2	0	2	1	0	2	
7070	0	2	0	2	1	0	2	
7080	0	2	0	2	1	0	2	
7090	0	2	0	2	1	0	2	
7100	0	2	0	2	1	0	2	
7110	0	2	0	2	1	0	2	
7120	0	2	0	2	1	0	2	
7130	0	2	0	2	1	0	2	
7140	0	2	0	2	1	0	2	
7150	0	2	0	2	1	0	2	
7160	0	2	0	2	1	0	2	
7170	0	2	0	2	2	0	2	
7180	1	2	0	0	0	0	2	
7190	0	2	0	0	0	0	2	
7200	1	0	0	0	0	2	2	
7210	1	0	0	0	1	2	2	
7220	0	0	0	0	1	2	2	
7230	0	0	0	1	1	0	2	
7240	0	0	0	1	1	0	2	
7250	0	0	0	1	1	0	2	
7260	0	0	0	1	1	0	2	
7270	0	0	0	1	1	0	2	
7280	0	0	0	1	1	0	2	
7290	0	0	0	1	1	0	2	
7300	0	0	0	1	1	0	2	
7310	0	0	0	2	1	0	2	
7320	0	0	0	2	1	0	2	
7330	0	0	0	2	1	0	2	
7340	0	0	0	2	1	0	2	
7350	0	0	0	2	1	0	2	
7360	0	0	0	2	1	0	2	
7370	0	0	0	2	1	0	2	
7380	0	0	0	2	1	0	2	
7390	0	0	0	2	1	0	2	
7400	0	0	0	2	1	0	2	
7410	0	0	0	2	1	0	2	
7420	0	0	0	2	1	0	2	
7430	0	0	0	2	1	0	2	
7440	0	0	0	2	1	0	2	
7450	0	0	0	2	1	0	2	
7460	0	0	0	2	1	0	2	
7470	0	0	0	2	1	0	2	
7480	0	0	0	2	1	0	2	
7490	0	0	0	2	1	0	2	
7500	0	0	0	2	1	0	2	
7510	0	0	0	2	1	0	2	
7520	0	0	0	2	1	0	2	
7530	0	0	0	2	1	0	2	
7540	0	0	0	2	1	0	2	
7550	0	0	0	2	1	0	2	
7560	0	0	0	2	1	0	2	
7570	0	0	0	2	1	0	2	
7580	0	0	0	2	2	0	2	
7590	1	0	0	0	0	0	2	
7600	0	0	0	0	0	0	2	
7610	1	0	0	0	0	2	2	
7620	1	0	0	0	1	2	2	
7630	0	0	0	0	1	2	2	
7640	1	0	1	0	1	2	2	
7650	1	0	1	0	1	2	2	
7660	1	0	1	0	1	2	2	
7670	1	0	1	0	1	2	2	
7680	0	0	1	0	1	2	2	
7690	0	1	1	0	1	0	2	
7700	1	1	1	0	1	0	0	
7710	0	1	1	0	1	0	0	
7720	1	1	1	1	1	0	0	
7730	0	1	1	1	1	0	0	
7740	0	1	1	1	1	0	1	
7750	0	1	1	1	1	0	1	
